 ,Id,Location,Area,Region,Number_of_Rooms,House_Type,House_Price,isSold,Sold_Date,Distance_from_City_inMiles,Seller,PostalCode,Number_of_Bedrooms,Number_of_Bathrooms,Number_of_CarParkings,_of_Land_inMeters,Height_of_Building_inMeters,Year_Built,Lattitude,Longtitude
1581,7975,55,15,4,2,other,910000,1,06-05-2017,10.5,134,48,2,1,2,733,,,-37.7442,145.0528
1582,380,9,7,3,4,other,2215000,0,10-09-2016,11,9,9,4,2,1,681,,1940,-37.8612,145.0858
1583,7840,118,13,1,2,duplex,328000,0,29-04-2017,12.4,29,90,2,1,1,0,67,1970,-37.7071,144.9644
1584,6814,113,1,1,2,other,881000,0,16-04-2016,3.5,3,72,2,1,1,172,94,1900,-37.8283,145.012
1585,1281,21,13,1,3,townhouse,940000,1,08-10-2016,5.2,43,20,3,2,1,186,140,2016,-37.7581,144.9514
1586,2519,43,4,1,3,other,1145000,1,28-08-2016,5.8,28,4,3,1,3,590,,,-37.7673,145.021
1587,7834,118,13,1,3,other,670000,1,20-05-2017,12.4,10,90,3,1,2,585,,,-37.6937,144.9658
1588,4323,75,2,2,3,other,1020000,1,25-02-2017,11.2,12,2,3,1,1,650,,,-37.7352,144.8845
1589,9899,174,26,1,3,other,730000,1,24-06-2017,16.1,132,99,3,2,2,563,,,-37.68995,145.09399
1590,5946,95,18,2,3,other,702000,1,10-09-2016,12.6,80,77,3,1,1,542,,1950,-37.7949,144.8303
1591,12692,229,20,5,3,duplex,810000,1,16-09-2017,16.7,21,154,3,1,2,340,100,1955,-37.92559,145.10804
1592,5148,85,4,1,3,other,800000,0,16-07-2016,11.2,45,71,3,2,3,574,159,1955,-37.722,144.9922
1593,5762,92,5,2,3,other,690000,1,27-06-2016,7.7,1,62,4,1,2,532,518,1965,-37.8248,144.8717
1594,6875,117,2,2,3,other,685000,1,15-10-2016,9.8,2,38,3,1,2,293,,,-37.7535,144.8836
1595,378,9,7,3,3,other,1337000,1,08-10-2016,11,21,9,3,1,2,583,112,1950,-37.8685,145.0786
1596,7317,130,9,3,2,townhouse,636500,1,22-05-2016,10.4,44,27,2,1,1,0,68,1970,-37.8866,145.0396
1597,12417,218,20,2,3,other,510000,1,03-09-2017,14.7,255,133,3,1,1,614,123,1970,-37.89152,144.68345
1598,10174,151,24,2,3,other,593000,1,27-05-2017,14.8,12,100,4,2,2,480,195,2007,-37.73321,144.75752
1599,9814,21,13,1,3,other,1204000,1,24-06-2017,5.2,2,20,3,1,0,186,101,1890,-37.76227,144.95649
1600,4874,83,6,3,3,other,1612000,1,30-07-2016,4.5,3,69,3,2,0,146,139,1900,-37.8519,145.0055
1601,12248,150,20,1,3,other,680000,1,03-09-2017,12.1,43,93,3,1,2,532,106,1977,-37.69669,145.04515
1602,12221,8,20,2,3,other,985000,1,03-09-2017,4.3,10,8,3,1,,245,91,1945,-37.77215,144.91144
1603,4293,75,2,2,2,duplex,457000,1,04-06-2016,11.2,10,2,2,1,1,0,89,1975,-37.7467,144.8906
1604,9836,262,17,5,4,other,732000,1,24-06-2017,27,21,152,4,2,2,536,202,1985,-38.03526,145.13286
1605,2525,44,1,1,4,other,1780000,1,07-11-2016,1.6,88,40,4,1,1,186,,1902,-37.8048,144.9806
1606,4497,77,4,1,3,other,1400000,1,28-08-2016,5.5,28,64,3,1,2,582,,1932,-37.7651,145.0062
1607,9930,266,18,2,3,other,875000,0,24-06-2017,14.5,10,172,3,1,2,722,,,-37.72302,144.83434
1608,538,13,7,3,3,townhouse,1367000,1,10-12-2016,9.7,3,12,3,2,2,219,164,2003,-37.8125,145.0849
1609,5983,95,18,2,3,other,700000,0,22-05-2016,12.6,78,77,3,1,4,505,75,1960,-37.7817,144.8448
1610,10647,163,14,4,4,other,1310000,1,08-07-2017,14.3,12,109,4,3,2,706,200,1970,-37.79561,145.16268
1611,6640,109,11,2,2,other,710000,1,04-03-2017,7,25,85,2,1,0,164,,,-37.8198,144.8839
1612,3660,62,7,3,2,townhouse,707500,1,26-07-2016,5.6,3,53,2,1,1,124,86,1992,-37.7938,145.0321
1613,7648,23,14,4,3,duplex,860000,1,06-05-2017,11.8,3,22,3,1,1,0,110,1999,-37.7769,145.088
1614,11796,204,27,1,5,other,945000,0,22-07-2017,20.5,18,139,5,3,4,700,,,-37.62166,145.06747
1615,9556,232,8,4,3,other,1900000,0,17-06-2017,16.7,18,157,3,1,0,738,,,-37.88351,145.15714
1616,9767,2,2,2,3,other,905000,1,24-06-2017,10.4,3,2,3,1,2,573,,1965,-37.72908,144.88327
1617,8939,202,28,5,3,duplex,572000,1,01-07-2017,35.4,68,138,3,2,2,264,127,2002,-38.10422,145.14159
1618,10732,65,11,2,3,townhouse,650000,0,08-07-2017,6.4,33,56,3,2,2,159,128,2016,-37.78502,144.86733
1619,10614,28,9,3,1,duplex,286000,0,08-07-2017,10.1,44,27,1,1,1,314,45,1960,-37.90321,145.0555
1620,11563,5,5,2,3,other,1005000,0,22-07-2017,11,30,5,3,1,2,636,,,-37.86317,144.83927
1621,3474,60,2,2,4,other,835000,1,16-04-2016,12.8,2,52,4,2,3,708,184,1990,-37.7452,144.8652
1622,8645,61,16,1,1,duplex,380000,0,29-04-2017,4.2,57,41,1,1,1,2592,,,-37.7961,144.9261
1623,6146,98,10,3,2,duplex,610000,0,15-10-2016,11.2,9,59,2,1,1,102,78,1970,-37.8288,145.1048
1624,8245,83,6,3,2,duplex,645000,1,13-05-2017,4.5,44,69,2,1,1,2842,84,1920,-37.8513,144.9943
1625,5030,85,4,1,2,duplex,415000,0,03-09-2016,11.2,43,71,2,1,1,189,84,2012,-37.708,145.0181
1626,10593,20,12,3,2,duplex,585000,0,08-07-2017,10.3,21,19,2,1,1,0,82,1950,-37.93171,145.03041
1627,9573,54,7,3,2,duplex,762000,1,17-06-2017,5.3,9,47,2,1,1,1583,,1970,-37.81857,145.01704
1628,5640,90,6,3,2,other,1036500,1,13-08-2016,3.3,19,74,2,1,0,105,,,-37.8403,144.9893
1629,6379,101,6,3,2,duplex,490000,0,15-10-2016,4.6,20,80,2,1,1,0,,1970,-37.8474,145.0078
1630,1669,26,7,3,2,duplex,1016000,1,30-07-2016,9,45,25,2,1,2,0,,,-37.8291,145.0826
1631,3291,56,15,4,3,other,808000,1,11-02-2017,9.4,12,48,3,1,0,649,,,-37.7386,145.0441
1632,5270,86,1,1,1,duplex,421000,0,04-03-2017,2.6,1,72,1,1,1,8223,57,2012,-37.8127,145.0094
1633,9582,119,7,3,6,other,2200000,0,17-06-2017,6.2,3,91,6,3,3,622,,,-37.8351,145.05542
1634,3990,69,16,1,1,duplex,210000,0,13-08-2016,2.8,4,58,1,1,0,0,,,-37.8078,144.961
1635,9002,3,3,3,3,other,2500000,0,03-06-2017,3,4,3,3,2,1,165,148.5,1890,-37.84152,144.95027
1636,4606,81,13,1,3,other,767000,1,04-03-2017,9.9,10,67,3,1,1,505,,,-37.7187,144.9432
1637,9375,127,11,2,3,other,1155000,0,03-06-2017,6.4,32,56,3,2,1,342,123,1920,-37.79369,144.87511
1638,381,9,7,3,3,other,1518000,1,10-09-2016,11,3,9,3,2,2,516,145,1920,-37.8675,145.0668
1639,7122,125,9,3,3,other,820000,0,04-06-2016,12.1,46,27,2,1,1,274,107,1925,-37.8968,145.075
1640,10184,26,7,3,4,other,2408000,1,27-05-2017,8.4,3,25,4,2,2,654,221,1945,-37.83208,145.07533
1641,10292,48,7,3,3,other,1500000,1,27-05-2017,7.3,84,43,3,2,2,409,,,-37.84965,145.05904
1642,7243,127,11,2,3,other,820000,1,12-11-2016,8.2,31,56,3,1,3,440,131,1950,-37.7937,144.8732
1643,8799,167,27,1,5,other,660000,1,01-07-2017,19.6,19,113,5,3,2,708,,,-37.63888,145.02813
1644,8336,86,1,1,3,townhouse,1052000,1,20-05-2017,2.6,3,72,3,1,2,0,100,2010,-37.8221,144.9988
1645,11336,163,14,4,3,other,1735000,1,15-07-2017,14.3,3,109,3,1,2,725,,,-37.78707,145.15161
1646,7467,8,2,2,2,townhouse,565000,1,13-05-2017,5.9,46,8,2,2,1,103,,,-37.7715,144.9088
1647,10899,14,7,3,4,other,1460000,0,12-08-2017,9.7,19,13,4,2,2,433,185,1955,-37.78368,145.09545
1648,3192,54,7,3,2,duplex,470000,0,22-05-2016,4.6,19,47,2,1,1,0,70,1970,-37.813,145.0207
1649,6655,109,11,2,2,other,630000,0,08-10-2016,7,33,85,2,1,1,148,79,2003,-37.822,144.89
1650,3662,62,7,3,3,townhouse,732000,1,26-07-2016,5.6,2,53,3,1,1,904,110,1980,-37.801,145.0297
1651,11486,85,4,1,3,other,550000,0,15-07-2017,12,43,71,3,1,2,1723,,,-37.69484,145.00854
1652,9288,84,4,1,3,other,970000,1,03-06-2017,8.4,2,70,3,1,1,345,,1950,-37.74818,144.99825
1653,11652,164,14,4,3,other,900000,0,22-07-2017,16.1,58,110,3,1,2,726,,,-37.80279,145.19974
1654,12161,204,27,1,4,other,612000,1,29-07-2017,20.5,204,139,4,2,2,617,,,-37.65621,145.0939
1655,7306,129,5,2,3,townhouse,430000,0,10-09-2016,10.9,33,56,3,1,1,131,,,-37.8203,144.8386
1656,11654,116,16,1,1,duplex,895000,1,22-07-2017,1.3,7,89,1,1,1,0,60,1990,-37.81177,144.97617
1657,7516,16,9,3,3,other,986000,1,08-04-2017,13.9,21,15,3,1,3,337,100,1950,-37.9331,145.0586
1658,4487,77,4,1,3,other,2160000,1,27-11-2016,5.5,3,64,3,2,1,338,90,1920,-37.7757,145.0119
1659,12068,185,15,4,4,other,1129000,1,29-07-2017,14.6,45,125,4,2,2,792,,,-37.72608,145.12115
1660,1652,26,7,3,5,other,2350000,0,15-10-2016,9,3,25,5,2,4,838,282,1910,-37.8252,145.0721
1661,12112,78,13,1,4,other,1300000,0,29-07-2017,11.2,46,44,4,2,2,866,175,1960,-37.71979,144.92341
1662,8546,109,11,2,4,other,1455000,1,29-04-2017,7,32,85,4,1,1,328,140,1920,-37.8097,144.8906
1663,9652,125,9,3,3,townhouse,900000,1,17-06-2017,10.1,12,27,3,2,2,238,,1998,-37.89345,145.06875
1664,3480,60,2,2,3,other,785000,1,18-06-2016,12.8,12,52,3,1,2,606,141,1965,-37.7311,144.8663
1665,12779,188,20,1,4,other,721000,1,16-09-2017,17.9,29,127,4,2,2,603,,,-37.67363,145.06796
1666,8709,117,2,2,3,other,1406000,1,13-05-2017,9.8,2,38,3,1,1,34,,,-37.7506,144.8891
1667,9985,76,16,1,2,duplex,850000,0,24-06-2017,1.8,154,63,2,3,1,1223,,,-37.8006,144.95419
1668,11330,264,18,2,3,other,535000,1,15-07-2017,14.8,52,100,3,1,0,675,,,-37.76496,144.77289
1669,4067,72,2,2,4,other,1350000,0,10-09-2016,6.9,10,60,4,2,2,447,,1880,-37.7704,144.9199
1670,10376,283,21,4,4,other,1010000,1,27-05-2017,23.3,41,182,4,2,2,620,,,-37.88308,145.24953
1671,834,16,9,3,4,townhouse,1060000,1,10-12-2016,13.9,46,15,4,3,1,313,166,1960,-37.9164,145.0765
1672,13482,67,20,3,2,duplex,651000,0,26-08-2017,8.4,3,57,2,1,1,129,97,1940,-37.87798,145.06731
1673,8761,25,7,3,2,duplex,677000,1,01-07-2017,7.7,41,24,2,1,1,131,76,1975,-37.84716,145.07351
1674,11517,95,18,2,3,other,960000,1,15-07-2017,10.5,59,77,3,2,2,655,,,-37.79352,144.84318
1675,6638,109,11,2,2,other,960000,1,04-03-2017,7,32,85,2,2,1,159,,,-37.8154,144.8917
1676,10849,212,27,1,3,other,580000,1,08-07-2017,15.3,18,144,3,1,2,538,140,1975,-37.67751,144.98663
1677,5998,95,18,2,2,other,720000,1,28-05-2016,12.6,80,77,2,1,2,465,,,-37.7889,144.8362
1678,10392,236,9,3,5,other,2300000,1,27-05-2017,11.4,42,14,5,2,2,904,,,-37.91074,145.03068
1679,5721,91,16,3,2,duplex,530000,0,04-06-2016,1.2,4,75,2,1,1,0,84,2003,-37.8246,144.9632
1680,5065,85,4,1,2,duplex,410000,1,07-11-2016,11.2,29,71,2,1,1,180,61,2004,-37.7283,145.0207
1681,5389,86,1,1,3,other,1270000,1,22-08-2016,2.6,3,72,2,1,1,181,102,1900,-37.8203,145.0092
1682,12304,169,20,5,4,other,695000,1,03-09-2017,38,43,115,4,1,3,713,109,1950,-38.15675,145.12707
1683,12730,48,20,3,2,townhouse,965000,1,16-09-2017,7.3,19,43,2,2,1,704,,,-37.85698,145.04686
1684,11467,131,8,3,4,other,1610000,1,15-07-2017,12.3,21,49,4,2,2,592,193,1950,-37.90821,145.09314
1685,477,11,2,2,3,other,635000,0,26-07-2016,10.5,55,10,3,1,1,597,,,-37.7568,144.8572
1686,1124,19,12,3,4,other,2475000,0,19-11-2016,11.2,9,18,4,2,2,605,274,1920,-37.916,145.0064
1687,13565,215,20,4,4,other,1263500,1,26-08-2017,17.2,12,145,4,2,2,791,,,-37.84467,145.19276
1688,5280,86,1,1,2,other,1025000,1,04-06-2016,2.6,3,72,2,1,1,169,92,1900,-37.8235,145.0035
1689,11031,171,28,5,3,other,850000,0,12-08-2017,38,19,115,3,1,1,884,,1968,-38.1632,145.10766
1690,6084,97,18,2,3,other,547500,1,18-06-2016,13.5,80,77,3,1,2,603,131,1950,-37.7891,144.823
1691,8642,61,16,1,4,other,1817000,0,22-04-2017,4.2,42,41,4,2,1,309,,,-37.791,144.928
1692,5838,93,3,3,1,duplex,450000,0,18-06-2016,6.1,21,76,1,1,1,0,61,2009,-37.8731,144.9799
1693,7635,22,13,1,2,other,825000,0,06-05-2017,5.9,2,21,2,1,0,207,77,1950,-37.7622,144.9406
1694,6848,115,16,1,4,other,1162000,1,27-11-2016,1.8,46,88,4,1,0,121,,,-37.7967,144.9724
1695,3683,62,7,3,3,other,1420000,1,28-08-2016,5.6,9,53,3,2,2,275,153,1999,-37.8052,145.0489
1696,1818,30,9,3,4,other,2830000,1,15-10-2016,8.1,44,29,4,2,2,723,,,-37.8672,145.0225
1697,13305,96,20,2,4,other,895000,1,23-09-2017,10.5,78,77,4,2,2,400,,,-37.76586,144.85193
1698,1569,25,7,3,2,duplex,717000,0,04-06-2016,7.8,41,24,2,1,1,136,,1960,-37.8469,145.0589
1699,6593,107,3,3,2,duplex,623000,1,22-08-2016,5.1,8,69,2,1,1,0,,1963,-37.8572,144.9974
1700,10332,55,15,4,3,other,800000,1,27-05-2017,8.8,12,48,3,1,0,583,92.5,1945,-37.73752,145.05228
1701,6792,112,13,1,3,other,1679000,1,19-11-2016,4.5,2,86,3,2,0,326,118,1920,-37.7776,144.9751
1702,1748,28,9,3,2,other,675000,1,16-04-2016,11.4,44,27,2,1,1,0,90,1968,-37.8973,145.0625
1703,5668,90,6,3,3,other,2395000,1,18-03-2017,3.3,19,74,3,1,2,442,,,-37.8432,144.9906
1704,11823,259,18,2,3,other,620000,1,22-07-2017,18,12,121,3,2,2,360,,2000,-37.70686,144.76989
1705,2839,48,6,3,1,duplex,375000,0,25-02-2017,9.2,41,43,1,1,1,602,,,-37.8597,145.0571
1706,7772,35,13,1,3,other,875000,1,08-04-2017,9.2,19,32,3,1,1,592,,,-37.72,144.9577
1707,1143,19,12,3,4,other,2640000,1,26-07-2016,11.2,42,18,4,2,2,848,246,1975,-37.9234,145.0042
1708,11689,232,8,4,3,duplex,1000000,0,22-07-2017,16.7,28,157,3,2,2,365,124,1996,-37.88599,145.17031
1709,11546,219,19,1,3,other,800000,1,15-07-2017,16.5,81,147,3,2,2,898,142,1985,-37.67823,144.90002
1710,6060,97,18,2,4,other,645400,1,07-11-2016,13.5,12,77,4,2,3,765,,,-37.786,144.815
1711,574,13,7,3,3,townhouse,1100000,1,28-05-2016,9.7,19,12,3,2,1,259,,1940,-37.8161,145.0809
1712,13046,85,20,1,4,other,920000,1,19-08-2017,12,43,71,4,2,2,743,,,-37.70848,145.03055
1713,4637,81,13,1,4,other,810000,0,12-11-2016,9.9,2,67,4,2,1,455,147,1950,-37.7207,144.9511
1714,13357,16,20,3,3,other,1311000,0,26-08-2017,13.8,3,15,3,2,3,632,194,1950,-37.92599,145.07537
1715,8264,84,4,1,4,other,770000,1,13-05-2017,8.8,29,70,4,1,1,494,,,-37.7386,145.0234
1716,2819,48,7,3,3,other,1770000,0,18-03-2017,9.2,41,43,3,1,3,603,,,-37.8503,145.0754
1717,5501,88,11,2,2,townhouse,755000,0,16-07-2016,6.6,32,42,2,2,1,97,,,-37.8044,144.8941
1718,575,13,7,3,5,other,3020000,0,28-05-2016,9.7,3,12,5,3,2,715,420,2009,-37.8028,145.0768
1719,8910,195,8,3,6,other,1900000,0,01-07-2017,12.3,43,49,6,4,3,1063,,,-37.909,145.12059
1720,5369,86,1,1,3,other,1456000,1,18-06-2016,2.6,3,72,3,2,1,157,141,1900,-37.8225,145.0029
1721,7358,133,1,1,1,duplex,425000,0,06-08-2016,2.5,19,72,1,1,1,0,52,2007,-37.8301,144.9904
1722,83,3,3,3,2,other,1110000,1,06-08-2016,3.3,9,3,1,1,0,147,,1900,-37.8444,144.9484
1723,10386,67,6,3,4,other,2400000,1,27-05-2017,8.4,9,57,4,2,0,589,,,-37.87391,145.05562
1724,12678,28,20,3,2,other,1441000,1,16-09-2017,10.1,3,27,2,1,1,551,,,-37.8926,145.05869
1725,8441,98,7,3,4,other,1600000,0,20-05-2017,11.2,9,59,4,1,2,600,186,1886,-37.8327,145.0976
1726,11150,126,9,3,1,duplex,370000,1,12-08-2017,11.4,46,14,1,1,1,2029,54,2009,-37.90143,145.04184
1727,12122,197,31,2,4,other,620000,1,29-07-2017,14.7,19,133,4,2,2,448,238,2011,-37.91269,144.73946
1728,982,17,10,4,4,townhouse,975000,0,15-10-2016,13.1,76,16,4,2,2,299,158,2008,-37.8282,145.1301
1729,12571,75,20,2,4,other,1370000,1,09-09-2017,10.4,2,2,4,3,2,634,251,2017,-37.74101,144.88478
1730,13099,9,20,3,3,other,1210000,1,23-09-2017,10.2,3,9,3,1,3,407,93,1955,-37.8696,145.0866
1731,10282,169,28,5,3,other,566000,1,27-05-2017,38,54,115,3,1,1,623,,,-38.13669,145.14049
1732,4402,77,4,1,3,other,860000,0,07-05-2016,5.5,2,64,3,1,1,213,,,-37.766,145.0039
1733,4898,84,4,1,2,other,650000,0,07-05-2016,8.8,26,70,2,1,1,360,360,,-37.7485,145.0025
1734,7017,119,7,3,3,other,2040000,1,27-06-2016,7.5,2,91,3,1,2,783,,,-37.8234,145.0526
1735,2004,34,13,1,3,other,845000,1,25-02-2017,7.8,10,32,3,1,1,221,,1980,-37.748,144.9603
1736,5320,86,1,1,3,other,1205000,1,12-11-2016,2.6,1,72,3,1,0,164,,,-37.8198,144.9979
1737,1083,19,12,3,2,townhouse,960000,1,10-12-2016,11.2,42,18,2,1,2,363,,,-37.9275,145.0046
1738,6367,101,6,3,3,townhouse,2700000,0,12-06-2016,4.6,7,80,3,2,2,294,220,2010,-37.8503,145.0292
1739,8992,109,11,2,4,other,1000000,0,01-07-2017,6.3,32,85,4,2,2,438,,,-37.81789,144.86744
1740,7422,140,18,2,3,other,575000,1,27-11-2016,14.5,2,2,3,1,1,338,107,1960,-37.7212,144.8545
1741,1969,34,13,1,2,townhouse,635000,1,18-03-2017,7.8,43,32,2,1,1,97,95,2014,-37.7516,144.9623
1742,1559,25,7,3,2,duplex,729000,1,03-12-2016,7.8,41,24,2,1,1,137,87,1970,-37.8459,145.088
1743,5873,93,3,3,2,duplex,580000,0,27-11-2016,6.1,28,76,2,1,1,1155,102,1995,-37.8568,144.9873
1744,9499,162,17,5,4,other,1100000,1,17-06-2017,22.2,21,108,4,2,2,840,237,1980,-37.97824,145.12949
1745,3889,67,6,3,3,other,1297000,1,27-11-2016,11.2,9,57,3,1,1,333,147,1948,-37.8722,145.067
1746,7325,131,8,3,3,other,880000,0,07-11-2016,14,12,49,3,1,1,670,118,1925,-37.9033,145.1006
1747,6041,96,18,2,3,other,650000,0,19-11-2016,13.3,80,77,3,1,2,476,,,-37.769,144.8441
1748,7457,7,6,3,2,other,1705000,1,20-05-2017,6.3,9,7,2,2,0,195,,,-37.851,145.0156
1749,2157,37,14,4,3,other,1485000,1,16-04-2016,13.9,12,34,3,2,2,731,140,1960,-37.7892,145.131
1750,9470,25,7,3,3,other,1775000,0,17-06-2017,7.7,3,24,3,1,3,715,,,-37.84361,145.07099
1751,7378,134,16,3,2,duplex,800000,0,27-06-2016,1.9,22,94,2,2,2,0,128,,-37.8249,144.9476
1752,3172,54,7,3,4,other,1936000,1,17-09-2016,4.6,7,47,4,2,1,218,173,1890,-37.8142,145.0252
1753,1259,21,13,1,3,other,1050000,0,04-06-2016,5.2,19,20,3,1,2,264,,,-37.7611,144.9644
1754,9355,100,4,1,4,other,1626000,1,03-06-2017,7,3,79,4,1,2,495,120,1925,-37.75231,144.99023
1755,5706,90,6,3,1,duplex,410000,1,28-05-2016,3.3,1,74,1,1,1,0,,,-37.8337,144.9886
1756,4580,80,16,1,2,other,2200000,1,15-10-2016,2.6,6,66,2,2,1,190,172,1875,-37.7928,144.9575
1757,11181,242,22,4,3,other,1450000,0,12-08-2017,19.9,28,163,3,2,2,1555,,,-37.8357,145.22564
1758,2291,40,3,3,3,other,878500,1,12-11-2016,7.7,19,37,3,2,1,75,122,2002,-37.8843,144.9917
1759,188,6,5,2,3,other,750000,0,04-03-2017,11.1,33,6,3,1,3,554,,,-37.8449,144.85
1760,5554,89,3,3,3,other,1250000,0,17-09-2016,2.1,4,73,3,2,1,108,125,1890,-37.8363,144.9509
1761,12301,46,20,1,3,other,1500000,0,03-09-2017,3.4,2,41,3,1,2,241,119,,-37.78365,144.93015
1762,5939,95,18,2,4,other,1030000,1,07-05-2016,12.6,31,77,4,2,2,803,309,2002,-37.7932,144.8434
1763,12074,69,16,1,2,duplex,540000,0,29-07-2017,0,18,58,2,1,0,0,,1950,-37.81351,144.96908
1764,10478,84,4,1,2,other,617500,1,27-05-2017,8.4,113,70,2,1,3,155,81,1985,-37.75308,145.01464
1765,3035,52,12,3,4,other,1250000,0,10-09-2016,13.7,42,46,4,3,2,398,220,2014,-37.9381,145.0161
1766,9319,135,5,2,3,other,790000,1,03-06-2017,6.2,28,62,3,2,2,334,129,2003,-37.83137,144.86731
1767,2465,41,2,2,3,other,1045000,1,28-05-2016,8,2,38,3,1,1,429,,,-37.7453,144.9183
1768,4576,80,16,1,2,other,1805000,1,08-10-2016,2.6,6,66,2,1,1,187,102,1890,-37.7939,144.9572
1769,1454,22,13,1,2,duplex,497000,1,28-05-2016,5.9,42,21,2,1,1,0,84,1977,-37.7647,144.9412
1770,6604,107,3,3,2,duplex,474000,1,28-08-2016,5.1,8,69,2,1,1,0,66,1985,-37.8552,145.0005
1771,9737,95,18,2,3,other,810000,0,17-06-2017,10.5,82,77,3,1,2,459,114,1970,-37.78519,144.83651
1772,7634,22,13,1,3,townhouse,670000,1,06-05-2017,5.9,47,21,3,1,2,176,,2000,-37.7597,144.9404
1773,8348,88,11,2,2,other,665000,0,13-05-2017,6.6,32,42,2,1,0,269,80,1900,-37.8026,144.8882
1774,1156,19,12,3,5,other,3105000,1,28-08-2016,11.2,9,18,4,2,2,1045,304,1930,-37.9205,145.0012
1775,3858,67,6,3,4,other,2001000,1,15-10-2016,11.2,9,57,4,2,2,526,243,1910,-37.8771,145.0505
1776,4008,70,3,3,3,other,2600000,0,03-09-2016,4.1,24,3,3,1,1,279,133,1900,-37.8499,144.957
1777,8703,108,15,1,3,other,721500,1,20-05-2017,15,110,84,3,1,1,594,,,-37.7214,145.1063
1778,4661,81,13,1,4,other,780000,0,19-11-2016,9.9,10,67,4,1,1,556,,,-37.7289,144.9412
1779,5788,93,3,3,1,duplex,400000,0,07-05-2016,6.1,44,76,1,1,1,0,53,1998,-37.8605,144.9769
1780,675,14,7,3,4,other,1530000,0,27-06-2016,9.2,19,13,4,2,2,701,198,1960,-37.7839,145.0954
1781,8115,125,9,3,2,duplex,582000,1,13-05-2017,12.1,44,27,2,1,2,1113,93,2010,-37.8892,145.0664
1782,7218,126,9,3,2,duplex,450000,0,30-07-2016,11.8,43,14,2,1,1,0,,2005,-37.9014,145.0418
1783,10195,31,9,3,4,other,1550000,1,27-05-2017,8.7,19,28,4,1,2,584,,,-37.89694,145.02176
1784,8176,77,4,1,3,other,1235000,1,29-04-2017,5.5,43,64,3,1,1,534,127,1960,-37.7677,145.0142
1785,11279,13,7,3,3,other,2330000,1,15-07-2017,7.9,3,12,3,2,4,656,210,1970,-37.8079,145.09162
1786,1509,24,10,3,4,other,1890000,1,03-12-2016,11.7,43,23,4,2,2,1145,111,1960,-37.8538,145.127
1787,13439,174,20,1,2,duplex,540000,1,26-08-2017,16.1,110,99,2,1,1,208,,1995,-37.70791,145.09575
1788,12106,77,4,1,2,other,950000,0,29-07-2017,5.3,2,64,2,1,0,114,,,-37.78024,144.99289
1789,13509,77,20,1,2,other,1118000,1,26-08-2017,5.3,2,64,2,2,1,173,81,1910,-37.76623,144.99318
1790,10440,77,4,1,4,other,2042000,1,27-05-2017,5.3,152,64,4,1,0,566,,,-37.77294,144.9957
1791,10751,188,27,1,5,other,704500,1,08-07-2017,17.9,43,127,5,3,2,656,130,1970,-37.6641,145.05123
1792,1563,25,7,3,2,other,950000,0,04-06-2016,7.8,3,24,2,1,2,230,,1994,-37.8448,145.0723
1793,5589,90,6,3,2,duplex,535000,1,04-03-2017,3.3,19,74,2,1,1,0,64,1970,-37.8374,144.9918
1794,8426,97,18,2,3,other,511000,1,08-04-2017,13.5,12,77,3,2,2,519,,,-37.7997,144.7968
1795,12782,188,20,1,3,other,650000,1,16-09-2017,17.9,56,127,3,1,2,588,,,-37.67434,145.05994
1796,11668,118,13,1,2,other,830000,0,22-07-2017,13.1,52,90,2,1,1,779,102,1950,-37.71532,144.96508
1797,8089,71,10,4,2,duplex,442500,0,20-05-2017,11.8,192,59,2,1,1,0,,1960,-37.8212,145.1064
1798,4029,71,10,4,2,duplex,750000,1,04-02-2016,11.8,59,59,2,2,2,0,80,2003,-37.8161,145.1098
1799,5357,86,1,1,3,other,1765000,1,17-09-2016,2.6,19,72,4,1,2,332,,,-37.8232,145.0014
1800,9495,254,22,4,6,other,1350000,0,17-06-2017,23,28,105,6,4,4,4413,,,-37.777,145.28113
1801,256,7,6,3,1,duplex,440000,0,18-03-2017,6.3,3,7,1,1,1,0,53,1970,-37.8531,145.0115
1802,7292,128,18,2,3,other,600000,0,22-05-2016,13.9,31,77,3,1,1,697,110,1928,-37.7842,144.8175
1803,1872,32,8,3,3,other,1301000,1,18-03-2017,13.6,21,30,3,1,2,620,88,1970,-37.8812,145.105
1804,7663,24,10,3,2,other,870000,1,13-05-2017,11.7,41,23,2,1,1,271,160,,-37.8512,145.1145
1805,1279,21,13,1,3,other,855000,1,08-10-2016,5.2,2,20,3,1,1,229,97,1930,-37.7622,144.9586
1806,5307,86,1,1,1,duplex,681000,1,10-09-2016,2.6,19,72,1,1,1,0,50,2004,-37.8231,144.9906
1807,7262,127,11,2,2,other,790000,1,24-09-2016,8.2,32,56,2,1,1,259,,,-37.8058,144.875
1808,4639,81,13,1,2,townhouse,500000,0,13-08-2016,9.9,10,67,2,1,1,147,109,2012,-37.7209,144.93
1809,3735,65,11,2,3,other,580000,0,10-12-2016,9.2,142,56,3,1,2,278,,,-37.7817,144.8685
1810,3597,62,7,3,4,other,3550000,0,07-11-2016,5.6,3,53,4,3,4,992,374,1935,-37.8046,145.0603
1811,7920,51,13,1,4,other,880000,1,22-04-2017,12.1,43,44,4,3,2,530,530,,-37.7058,144.9431
1812,3709,63,7,3,3,townhouse,1963000,1,24-09-2016,7.5,41,54,3,2,2,426,,2010,-37.7917,145.0585
